"id_service","ctrldate"
"3590.2275206",2023-05-03
"3590.2275140",2023-05-03
"3590.2276144",2023-05-03
"3590.2275663",2023-05-03
"3590.2275503",2023-05-03
"3590.2275690",2023-05-03
"3590.2275790",2023-05-03
"3590.2275883",2023-05-03
"3590.2275396",2023-05-03
"3590.2275822",2023-05-03
"3590.2275823",2023-05-03
"3590.2275664",2023-05-03
"3590.2275689",2023-05-03
"3590.2275824",2023-05-03
"3590.2276033",2023-05-03
"3590.2275361",2023-05-03
"3590.2276075",2023-05-03
"3590.2275633",2023-05-03
"3590.2275529",2023-05-03
"3590.2275939",2023-05-03
"3590.2275366",2023-05-03
"3590.2275493",2023-05-03
"3590.2275584",2023-05-03
"3590.2275306",2023-05-03
"3590.2276184",2023-05-03
"3590.2276119",2023-05-03
"3590.2276187",2023-05-03
"5640.3526630",2023-05-03
"5640.3526648",2023-05-03
"5640.3526667",2023-05-03
"5640.3526662",2023-05-03
"5640.3526660",2023-05-03
"5640.3526694",2023-05-03
"5640.3526680",2023-05-03
"5640.3526658",2023-05-03
"5640.3526651",2023-05-03
"5640.3526627",2023-05-03
"5640.3526670",2023-05-03
"5640.3526635",2023-05-03
"5640.3526663",2023-05-03
"5640.3526646",2023-05-03
"5640.3526628",2023-05-03
"5640.3526666",2023-05-03
"5640.3526639",2023-05-03
"5640.3526661",2023-05-03
"5640.3526649",2023-05-03
"5640.3526684",2023-05-03
"5640.3526685",2023-05-03
"5640.3526677",2023-05-03
"5640.3526679",2023-05-03
"5640.3526637",2023-05-03
"5640.3526664",2023-05-03
"5640.3526653",2023-05-03
"5640.3526656",2023-05-03
"5640.3526624",2023-05-03
"7420.43392",2023-05-03
"7420.43390",2023-05-03
"7420.43389",2023-05-03
"7420.43393",2023-05-03
"7420.43398",2023-05-03
"7420.43401",2023-05-03
"7420.43404",2023-05-03
"7420.43397",2023-05-03
"7420.43396",2023-05-03
"7420.43413",2023-05-03
"7420.43400",2023-05-03
"7420.43406",2023-05-03
"7420.43410",2023-05-03
"7420.43402",2023-05-03
